group_id,label,pen_diff,dist_diff,ppr_diff,bucket_pen,bucket_dist,bucket_ppr,pos_in_bucket_pen
0,1,-0.020186031444731,0.0886405109489052,-5.448348748500259e-07,1.0,2.0,4.0,0.5016645729186822
0,0,0.0505439297651921,0.2222627737226279,-7.217733618104409e-05,1.0,2.0,4.0,0.7173422949756169
0,0,-0.018893094127824,0.01646897810219,7.373568315277058e-05,1.0,2.0,4.0,0.5056071422415364
0,0,0.0333967379193769,0.0773266423357665,6.175063203476248e-05,1.0,2.0,4.0,0.6650551564884009
0,0,0.0809376552634795,0.1374543795620435,-0.0001456848968921,1.0,2.0,4.0,0.8100222479709075
0,0,-0.0071386869145504,0.2030565693430652,-0.000109487771341,1.0,2.0,4.0,0.5414499976386177
0,0,-0.0466200552964792,-0.0466240875912409,0.0001751881651934,1.0,2.0,4.0,0.4210589858150394
0,0,0.0771636301737501,0.0580748175182481,-0.0007302432220383,1.0,2.0,4.0,0.7985140678388313
0,0,-0.0633439400817019,-0.0997718978102191,4.050091669948358e-05,1.0,2.0,4.0,0.3700626426428136
1,1,0.0509823525773178,-1.6729014598540146,-8.971501380053594e-05,1.0,0.0,4.0,0.7186791829336977
1,0,0.0849054017248978,0.095392335766423,7.576934092002398e-05,1.0,2.0,4.0,0.8221211450133974
1,0,0.0398127697767503,0.0853558394160582,0.0001742187963716,1.0,2.0,4.0,0.6846196396575063
1,0,0.0544706082614858,0.0695255474452558,5.549258638119287e-05,1.0,2.0,4.0,0.7293159629777387
1,0,-0.0327016960343407,-0.0049726277372261,0.0001760009950307,1.0,2.0,4.0,0.4635004062410826
1,0,0.0633042153262195,0.1130018248175184,7.709065062672256e-05,1.0,2.0,4.0,0.7562523873257351
1,0,0.0547227499690539,-0.0505018248175184,6.0282528688618536e-05,1.0,2.0,4.0,0.7300848217215239
1,0,0.0609064787686044,0.1377737226277373,6.014344201904335e-05,1.0,2.0,4.0,0.7489409403802996
1,0,0.0240166797342382,0.2949361313868612,9.985295846231856e-05,1.0,2.0,4.0,0.6364524321616075
2,1,0.0486239301778574,0.1636861313868611,3.1983273409347756e-05,1.0,2.0,4.0,0.7114876171239273
2,0,-0.0424136528700369,0.0429288321167877,0.0001130502790653,1.0,2.0,4.0,0.4338856193642539
2,0,-0.0996880864936233,0.0012773722627743,9.131563835113e-05,1.0,2.0,4.0,0.2592379995334773
